time(s)	iter	epsilon_zz	volumetric_strain	deviatoric_stress
0.0032993572594935904	147500	-9.192178083989512e-05	-0.00043543737430894007	916.256906904648
0.0033498836785474744	148500	-0.0012767450509634515	-0.0038087879494789257	380.38422809832684
0.0034004100976013584	149500	-0.006305557355320267	-0.0051091083404812224	90190.62392872403
0.0034509365166552424	150500	-0.011358314147286273	-0.004617219324193024	93896.74970233405
0.0035014629357091264	151500	-0.016411070939251888	-0.0040131949631067	95811.63503191175
0.0035519893547630104	152500	-0.021463827731218407	-0.003435023162896688	98931.6915340132
0.0036025157738168944	153500	-0.026516584523185376	-0.002446643134668188	99185.60914579844
0.0036530421928707784	154500	-0.03156934131515318	-0.0017232826070253428	102281.53944753518
0.0037035686119246624	155500	-0.03662209810712343	-0.0008342220861002059	101296.15293403986
0.0037540950309785464	156500	-0.041674854899087364	-0.00022906991173646252	100965.12535371094
0.0038046214500324304	157500	-0.046727611691054945	0.000175576997240183	99558.94516295711
0.0038551478690863144	158500	-0.05178036848302077	0.0006217455368970337	96802.19738407125
0.0039056742881401984	159500	-0.05683312527498805	0.0009513346395281855	95268.02003850605
0.003956200707194083	160500	-0.06188588206695461	0.0013481743213431124	97431.54296998077
0.004006727126247967	161500	-0.06693863885892443	0.0014302960013368587	100125.55019857548
0.004057253545301851	162500	-0.07199139565089162	0.0017693281958674895	101812.73049772924
0.004107779964355735	163500	-0.07704415244285606	0.0021544612512076344	100707.17433168045
0.004158306383409619	164500	-0.08209690923482611	0.0025695944710186353	100396.46282529745
0.004208832802463503	165500	-0.08714966602679343	0.002685275570650611	99309.85674848485
0.004259359221517387	166500	-0.0922024228187616	0.003309476330623798	103315.97208063686
0.004309885640571271	167500	-0.09725517961072451	0.0036215951957833253	102196.13960669748
0.004360412059625155	168500	-0.10230793640269285	0.004015074675825264	104402.68215863434
0.004410938478679039	169500	-0.10736069319466178	0.00469324602931652	102646.14921753795
0.004461464897732923	170500	-0.11241344998663058	0.004762565108556105	104657.02714745728
0.004511991316786807	171500	-0.11746620677859518	0.005210791489654504	102335.21745391373
0.004562517735840691	172500	-0.12251896357056222	0.005307851502470429	103564.89799384237
0.004613044154894575	173500	-0.12757172036252906	0.005851812747007634	103096.21641418875
0.004663570573948459	174500	-0.13262447715449543	0.006184742298266516	104247.62238959053
0.004714096993002343	175500	-0.1376772339464629	0.006451976165304851	103280.05975559176
0.004764623412056227	176500	-0.14272999073843032	0.006664262114836617	104965.19265785345
0.004815149831110111	177500	-0.14778274753039536	0.006936167050558634	107419.03810908271
0.004865676250163995	178500	-0.15283550432236404	0.00759896967657972	109559.59479847192
0.004916202669217879	179500	-0.15788826111433266	0.007786256605892133	105584.81481993948
0.004966729088271763	180500	-0.16294101790629878	0.008175604054565244	109521.25524361501
0.005017255507325647	181500	-0.1679937746982669	0.008674449197404316	110009.62921680347
0.005067781926379531	182500	-0.1730465314902367	0.009066600224003074	110219.13612463298
0.005118308345433415	183500	-0.17809928828220326	0.009618941354991167	104673.04657981868
0.005168834764487299	184500	-0.1831520450741737	0.009539814917256362	108398.26349686745
0.005219361183541183	185500	-0.18820480186613875	0.009984684280571254	105600.46694295884
0.005269887602595067	186500	-0.1932575586581053	0.010090742861207758	104568.36065732852
0.005320414021648951	187500	-0.19831031545007521	0.010170585909357877	104161.17792640864
0.005370940440702835	188500	-0.2033630722420399	0.0103916502956585	106962.57478991202
