time(s)	iter	epsilon_zz	volumetric_strain	deviatoric_stress
0.0015657966655199319	70000	-0.00018213743811375488	-0.00044799258306944996	245.53264701603717
0.001615370379647582	71000	-0.0022671789766966857	-0.006839369080635276	1016.1174387102653
0.001664944093775232	72000	-0.0072042752409441834	-0.010791944938288424	31494.385314905092
0.001714517807902882	73000	-0.012161757248516022	-0.013625717240167565	40326.744826668866
0.001764091522030532	74000	-0.017119239256087444	-0.016021956301750295	42956.05781747797
0.001813665236158182	75000	-0.022076721263659574	-0.018380252811216795	49766.44465009969
0.0018632389502858321	76000	-0.027034203271232824	-0.020458629500233277	53427.50450091529
0.0019128126644134822	77000	-0.03199168527880243	-0.02252630209570537	50784.0044136802
0.0019623863785411325	78000	-0.03694916728637381	-0.024580647258659997	54888.33801389108
0.0020119600926687825	79000	-0.041906649293944054	-0.02649762471775201	59669.2636458565
0.0020615338067964326	80000	-0.04686413130151256	-0.028206490679208284	59573.83872412525
0.0021111075209240826	81000	-0.05182161330908397	-0.029752180414756357	59872.102456996945
0.0021606812350517327	82000	-0.056779095316657216	-0.03149371609555794	61893.194955298095
0.0022102549491793827	83000	-0.061736577324227576	-0.033094380767556705	66924.56721513248
0.0022598286633070327	84000	-0.06669405933180078	-0.03405516499128644	69060.68373710632
0.002309402377434683	85000	-0.07165154133937351	-0.035281818293227435	70100.34156886424
0.002358976091562333	86000	-0.07660902334694399	-0.03654654212798981	72278.22266000784
0.002408549805689983	87000	-0.08156650535452005	-0.03773516574844741	74222.60479212928
0.002458123519817633	88000	-0.08652398736209305	-0.03871589676429307	79533.96358112438
0.002507697233945283	89000	-0.09148146936966481	-0.03948453106322258	81108.80452938766
0.002557270948072933	90000	-0.096438951377238	-0.04009067398234162	80848.89756505816
0.002606844662200583	91000	-0.10139643338480993	-0.04068196720882572	82965.44438889119
0.002656418376328233	92000	-0.10635391539238281	-0.04130040272020542	79954.34070741636
0.002705992090455883	93000	-0.11131139739995422	-0.04182083046360768	78708.02508279392
0.0027555658045835332	94000	-0.11626887940752387	-0.04242534431788764	80801.62422803728
0.0028051395187111833	95000	-0.12122636141509222	-0.04254773791378039	80239.42394067685
0.0028547132328388333	96000	-0.12618384342266473	-0.04297071061545149	84443.138679407
0.0029042869469664834	97000	-0.13114132543023677	-0.04311024509513327	84310.50441831526
0.0029538606610941334	98000	-0.13609880743780617	-0.04336231295583133	86185.52472664176
0.0030034343752217835	99000	-0.14105628944537968	-0.043664561659779666	86026.81189702915
0.0030530080893494335	100000	-0.14601377145295358	-0.04353455029896729	89297.47725523624
0.0031025818034770836	101000	-0.1509712534605257	-0.04359439646731286	86646.3002738821
0.0031521555176047336	102000	-0.15592873546809452	-0.04391247421699006	92441.7377831199
0.0032017292317323837	103000	-0.16088621747566764	-0.043929043830007855	88853.28035206647
0.0032513029458600337	104000	-0.1658436994832415	-0.044415208150702656	93364.67241418995
0.0033008766599876838	105000	-0.1708011814908105	-0.044549609231273296	95928.23164866389
0.003350450374115334	106000	-0.175758663498383	-0.04488550882227327	95929.14180213246
0.003400024088242984	107000	-0.18071614550595072	-0.04504969260823932	97289.31166002489
0.003449597802370634	108000	-0.1856736275135236	-0.04533832091942894	98377.00415350213
0.003499171516498284	109000	-0.19063110952109907	-0.045160054982509995	97207.92491896798
0.003548745230625934	110000	-0.1955885915286737	-0.04509577207926238	96209.26768487069
0.003598318944753584	111000	-0.20054607353624368	-0.04528836627093033	98311.54955686184
